module_name,gradient_norm
Conv1D_126492821253696,0.03168491228970081
LayerNorm_126492821253120,0.030985127362976327
Conv1D_126492821788944,0.030829126947888624
Conv1D_126492821251920,0.030595010290856914
Conv1D_126492821249760,0.030480903600279094
Conv1D_126492821787456,0.030196463098948603
Conv1D_126492821256000,0.030154609663098884
LayerNorm_126492821249664,0.030135208148239626
Conv1D_126492821252592,0.030005716035121695
LayerNorm_126492825133344,0.02976708459795853
LayerNorm_126492821253840,0.029702167868536057
LayerNorm_126492821788032,0.029457590555895606
LayerNorm_126492821255328,0.02938748622125255
LayerNorm_126492821255568,0.028733477032625392
LayerNorm_126492821251728,0.028715689611193994
LayerNorm_126492821254224,0.02837679916026249
Conv1D_126492821257200,0.02835934348043182
Conv1D_126492821251104,0.028215686403750766
LayerNorm_126492821252784,0.028029872111751716
LayerNorm_126492894453520,0.027628829682339876
Conv1D_126492821784288,0.02752017727045134
LayerNorm_126492821253504,0.02737858296477139
Conv1D_126492825332304,0.02715004964453374
Conv1D_126492821783568,0.02702828546608742
LayerNorm_126492821255856,0.026975383724858068
Conv1D_126492821250384,0.026890441173966818
LayerNorm_126492821248704,0.026210950775159798
Conv1D_126492821249136,0.025410915715828243
LayerNorm_126492821250576,0.025191671835743095
LayerNorm_126492821788416,0.025029448404488352
Conv1D_126492826582720,0.0249237620010628
LayerNorm_126492821786256,0.024878559601886004
LayerNorm_126492821786592,0.023653598059618062
LayerNorm_126492821787696,0.023213666488006546
Conv1D_126492821783952,0.02320099805782206
LayerNorm_126492821782704,0.022985614652803438
LayerNorm_126492821787312,0.022178459070796457
Conv1D_126492821783232,0.02209048674417866
Conv1D_126492821242560,0.021915529053232123
Conv1D_126492821787840,0.02177384185074147
LayerNorm_126492821249952,0.021624364325289705
LayerNorm_126492821785536,0.02161880444458507
LayerNorm_126492821252064,0.02159150976137084
LayerNorm_126492821785152,0.021472595719100724
LayerNorm_126492824981088,0.02126806917863582
Conv1D_126492821786784,0.020489931831463942
LayerNorm_126492821784480,0.020478819349455057
Conv1D_126492821787120,0.020400331124227823
Conv1D_126492821255184,0.020138315506458566
Conv1D_126492821787504,0.02009789576018414
LayerNorm_126492821785872,0.020018895522211907
LayerNorm_126492821250192,0.01994118221818542
Conv1D_126492821256096,0.019698505646572818
LayerNorm_126492821783760,0.019645489854724352
LayerNorm_126492821783040,0.019629478242481808
Conv1D_126492821786400,0.019595458267435476
Conv1D_126492821784672,0.01943081430034948
Conv1D_126492821785344,0.01915807696318594
Conv1D_126492821254368,0.019038478401580797
Conv1D_126492821786064,0.018857754102831185
Conv1D_126492821785680,0.01734511138977906
Conv1D_126492821252928,0.016535877809775574
Conv1D_126492821253648,0.016366826213067738
Conv1D_126492821252208,0.015360250524760335
Conv1D_126492898605248,0.015017800718774205
Conv1D_126492821251536,0.014487627873189019
Conv1D_126492821782896,0.013325673206886293
Conv1D_126492821251200,0.011831505374186447
Conv1D_126492824981472,0.011717969884145387
Conv1D_126492821784336,0.010497615230058557
Conv1D_126492821785008,0.010161316062400052
Conv1D_126492821783616,0.009525988307015629
Conv1D_126492821787888,0.00926584738062052
Conv1D_126492821787168,0.007943277776495247
Conv1D_126492821785728,0.0068978596297527145
Conv1D_126492821786448,0.00653323060875659
